energy_kcal,energy_kj,carbohydrates,sugars,fat,saturated_fat,proteins,fiber,salt,sodium,nova_group,nutrition_score,fruits_veg_nuts_percent,brands,code,product_name
588.0,2462.0,45.0,40.0,37.0,11.0,7.5,,0.09,0.036,4.0,28.0,13.5,"Lindt, Lindt & Sprüngli",8013108000331,Крем от тъмен шоколад
273.0,,52.0,2.7,1.5,0.3,10.0,5.9,0.008,0.0032,1.0,-5.0,0.0,Baresa,4056489632061,Wholewheat Spaghetti
442.0,,67.0,1.6,14.0,6.5,9.7,3.1,1.3,0.52,3.0,16.0,0.0,Asda,20336929,Classic Cream Crackers
62.0,263.0,8.8,0.3,0.0,0.0,4.3,4.4,0.03,0.012,1.0,-8.0,100.0,Freshona,4056489458647,Cannellini Beans in Water
32.9,,8.15,8.08,0.05,0.02,0.05,0.05,0.0025,0.001,2.0,19.0,0.0,Rowse,5011273024759,Rowse organic honey
189.0,,37.9,0.8,1.9,0.3,3.8,2.7,,,4.0,,14.0,Aldi,4088600043333,Golden vegetable rice
7.6,,0.5,0.5,,,,,0.42,0.168,,,,"DM, Na",4058172308154,Calcium
522.0,2177.0,52.0,4.4,31.0,2.6,6.3,4.8,1.4,0.56,4.0,13.0,0.0,Brets,3497917003151,Chips saveur miel moutarde
222.0,,42.1,6.7,1.5,0.1,8.1,3.7,0.001325,0.00053,4.0,0.0,6.19156,New York Bakery Co.,5018297008055,Red Onion & Chive Bagels
581.0,,51.0,51.0,38.0,23.0,7.9,,0.65,0.26,4.0,34.0,0.0,Green & Black's,7622210584847,Black's Organic White Chocolate Bar
198.0,,19.8,0.7,11.4,0.9,3.3,,0.7,0.28,3.0,17.0,0.5,great food affairs,5037412002464,Bruschetta Garlic & Parsley
193.125,,30.0,6.313,5.1,1.3,5.9,1.8,0.678125,0.27125,4.0,13.0,7.25,St Pierre,5027952012986,Seeded Brioche Burger Buns
745.0,,0.6,0.6,82.2,52.1,0.6,0.0,1.52,0.608,2.0,26.0,0.0,"Specially Selected, Aldi",4088600136318,West country Butter
394.0,1674.0,87.9,4.1,1.2,0.4,7.4,1.1,0.43,0.172,3.0,4.0,0.0,by Sainsburys,00251303,Rice Pops
202.0,,25.8,6.3,4.1,1.9,13.2,4.7,1.9675,0.787,4.0,1.0,45.609,crosse & blackwell,5000232865229,Chicken and Vegetable Lidl soup
533.0,,52.2,0.4,32.3,2.6,6.2,,0.0,0.0,3.0,6.0,10.0,Walkers,5000328613956,Salt & Shake Potato Crisps
0.0,,0.0,,0.0,0.0,0.0,0.0,91.0,36.4,1.0,0.0,0.0,Mira,6191428900103,Mira
22.0,93.0,3.8,3.8,0.1,0.0,1.1,0.8,0.01,0.004,1.0,-4.0,91.25,Cucina,4088600475844,Peeled Plum Tomatoes
432.0,1807.0,69.0,4.4,13.0,1.7,6.7,4.8,1.1,0.44,4.0,10.0,0.345938546316965,popchips,5000237139394,popped potato snacks
45.0,188.0,9.1,9.1,0.2,0.1,0.9,1.5,0.01,0.004,,-3.0,,Tesco,03257012,Blueberries
279.0,,4.6,2.9,27.0,3.5,3.0,2.8,0.56,0.224,3.0,5.0,67.69,Aldi Cucina,4088600074955,Pesto sun dried tomato
100.0,,20.0,12.0,0.0,0.0,5.0,0.0,0.7,0.28,1.0,0.0,100.0,Tukas,8690508101426,Tukas Tomato Paste
155.0,640.0,3.3,0.1,14.5,2.0,1.3,3.1,2.0,0.8,3.0,10.0,13.525,Tesco,5050179405767,Pitted Black Olives
116.0,,25.4,1.5,0.4,0.1,2.4,0.5,0.1575,0.063,3.0,4.0,0.0,Harvest Morn,4088600042268,Crisp Rice
131.93116635,552.0,7.1,0.6,11.0,1.2,3.6,2.8,0.26,0.104,3.0,1.0,61.625,Asda,5057172342099,Houmous
269.0,1130.0,43.4,3.7,4.6,0.8,11.3,4.5,0.9,0.36,4.0,2.0,0.0,Warburtons,5010044006536,Malted Grain & Seeds
77.8,,10.9,7.0,2.85,1.9,2.1,86.7,0.0,0.0,,-2.0,,Danone,6111032009221,Yaourt brassé vanille
50.0,210.0,9.5,9.0,0.9,0.8,0.8,0.5,0.19,0.076,4.0,6.0,0.0,Lidl,4056489583271,Cappuccino goût chocolat
39.0,,6.2,5.2,0.5,0.0,1.3,2.4,1.18,0.472,3.0,1.0,85.39,Old El Paso,0046000283234,Thick & chunky salsa mild
507.0,,48.0,2.2,28.0,1.8,12.0,8.0,23.6025,9.441,4.0,22.0,19.265625,Cofresh,5026489477459,Bombay mix
348.0,,6.1,3.3,34.0,3.6,2.5,,2.0,0.8,3.0,15.0,62.1517857142857,Aldi,4088600229911,Sundried Tomatoes Italian Antipasti
221.0,992.0,26.3,0.8,7.3,0.7,6.0,12.9,0.95,0.38,4.0,-1.0,0.0,Promise Gluten Free,5391526414385,Multigrain Loaf
621.0,,6.7,2.6,51.6,9.5,29.0,6.9,1.67,0.668,4.0,8.0,93.0,Alesto,4056489238829,Dry Roasted Peanuts
345.0,,78.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,-2.0,0.0,Efsane,6111250470469,Riz long jaune
29.0,,1.8,1.5,0.4,0.1,3.0,,0.03,0.012,3.0,-1.0,0.0,Snaptastic,20214043,Ready salted
650.0,2694.0,15.2,6.6,52.1,8.4,26.1,7.4,0.84,0.336,3.0,5.0,94.0,Grandessa,4088600296722,Crunchy peanut butter
530.0,2219.0,0.5,0.5,59.0,2.4,0.5,,0.207,0.0828,4.0,1.0,37.425,Flora,8719200255418,Flora ProActiv Buttery Taste
253.0,,47.8,4.68,1.6,0.28,9.3,4.6,1.28,0.512,4.0,5.0,0.0,Hovis,5010003063464,Hovis Granary
347.0,,62.0,0.6,2.5,0.5,14.0,,,,1.0,,0.0,,6111069008082,Blé Dur
385.0,,77.4,30.3,2.3,0.8,10.5,6.1,0.1,0.04,4.0,9.0,0.0,Nestlé,8445290549754,Babicao
505.0,,7.7,4.4,50.0,8.3,4.8,,1.9675,0.787,4.0,23.0,70.5,Asda,21069703,Green Pesto
46.0,,6.6,4.2,1.4,0.2,1.3,0.8,0.75,0.3,3.0,-1.0,99.7164861505682,Loyd Grossman,5000354910654,Tomato & Chilli
,,,,,,,,,,,,,,6281006408685,vaseline
239.0,1007.0,40.0,8.5,5.3,0.6,6.8,1.9,1.1,0.44,4.0,13.0,5.5,ST Pierre,5027952015994,4 Burger buns
455.0,1908.0,58.2,3.0,17.3,4.7,12.4,8.4,0.03,0.012,3.0,-1.0,25.0,By sainsbury's,00405249,Nutty Granola
382.0,,76.2,16.4,2.6,0.5,9.3,8.5,0.45,0.18,,2.0,0.0,Marks & Spencer,29308835,Multigrain hoops
218.0,900.0,2.2,1.2,21.0,17.0,3.3,1.5,0.76,0.304,3.0,15.0,6.0,Mondelez,7622201764692,Philadelphia Vegetale
377.0,1597.0,81.0,70.0,2.3,1.4,4.9,6.5,0.01,0.004,4.0,,0.0,Dulcinea,8410510030459,Soluble al CACAO
527.0,,57.0,56.0,29.0,0.0,8.0,0.0,0.0,0.0,4.0,21.0,0.808794070512825,aiguebelle,6111017046456,Chocolat au lait
206.0,873.0,49.0,49.0,0.2,0.1,0.5,,0.01,0.004,4.0,14.0,62.5,Hacenado,8402001011788,Mermelada Arándanos
61.0,255.0,12.3,11.5,0.2,0.1,1.4,2.2,0.915,0.366,4.0,5.0,67.8775,Bramwells,4061459300239,Tomato Ketchup
60.0,,1.0,0.0,3.1,0.5,7.0,0.7,0.0,0.0,4.0,-2.0,0.0,Sojasun,3273221113195,Skyr végétal nature
,,,,,,,,,,4.0,,0.0,,4005808166190,نيفيا
264.0,1091.0,3.6,3.6,25.6,15.4,4.6,0.5,0.37,0.148,,14.0,0.0,Morrisons,5010525189680,Soft Cheese
13.359999656677,,0.0,0.0,1.0599999427795,0.0,1.7170000076294,,0.0,0.0,,-1.0,0.0,Jibal,6111246953198,Yaourt a boir
150.0,,30.0,27.0,2.6,2.0,4.6,,0.0,0.0,,14.0,,,6111242100176,فرويتي
653.0,2684.0,1.8,1.4,71.0,11.0,0.7,0.0,1.6,0.64,,25.0,,lesieur,6135345000010,مايونيز لزيور
249.0,1042.0,31.808,0.426,11.218,1.136,3.834,3.124,0.59995,0.23998,4.0,3.0,3.0,Tesco,5053526799779,Hash browns
95.0,,11.2,0.6,0.5,0.1,7.7,,0.01,0.004,1.0,-3.0,75.0,Tesco,5057753898397,Organic red kidney beans in water
49.0,,9.97,6.5,0.3,0.29,1.76,2.0,1.8,0.72,,9.0,,,6111021027502,Sauce pizza
331.0,,63.7,2.4,0.2,0.2,16.5,9.0,0.1,0.04,,,,,6111245666488,Ayour ail semoule
328.0,1392.0,76.0,4.0,0.4,0.0,3.8,,0.56,0.224,3.0,6.0,0.0,Panda,0075172079123,Natural Original Liquorice 4 Bars
495.0,,61.0,0.0,23.0,11.1,14.0,,0.0,0.0,,,,NOVALAC,3518070022077,Novalac Lait
100.0,,0.0,0.0,7.0,3.0,10.0,0.0,0.95,0.38,3.0,26.0,0.0,Chomps,0856584004183,Original Beef Stick
229.0,961.0,26.5,1.1,10.0,1.9,7.4,1.8,1.03,0.412,,5.0,6.25,Marks & Spencer,00196819,"Pasta, Spinach & Pine Kernels"
,,,,,,,,,,,,,,6118000090526,Nuravit
,,,,,,,,,,3.0,,0.0,mixte,6111259091764,Gastro mixte
31.0,,3.5,3.0,1.0,0.5,2.0,,0.1,0.04,4.0,1.0,0.0,Jibal,6111246950234,Lben
294.0,,15.0,2.0,22.0,15.0,9.0,2.0,1.6,0.64,4.0,,0.0,,6111266960701,Muscly
475.0,1989.0,55.3,11.9,21.7,2.9,11.0,7.0,0.01,0.004,4.0,2.0,17.7,"Lidl, crownfield",4056489694120,Granola super nutty
440.0,1838.0,63.0,0.5,20.0,5.1,8.3,5.3,0.53,0.212,4.0,9.0,0.0,mulino bianco,8076809584005,Cioccoavena
470.0,,66.0,25.0,19.0,3.3,6.2,5.3,0.58,0.232,,14.0,,Gullón,8410376058260,Biscotti Al Cioccolato
591.0,2455.0,40.2,36.1,42.9,26.1,8.1,5.8,0.1,0.04,4.0,24.0,0.0,Sainsbury's,00392785,Peruvian Dark Milk Chocolate
281.0,1166.0,0.6,0.5,24.0,16.0,16.0,0.6,2.2,0.88,,17.0,0.0,Aldi,5202406000041,Greek feta Cheese
,,,,,,,,,,4.0,,0.0,,3504105034696,
477.0,1988.0,63.3,20.7,20.6,11.9,7.2,4.6,0.53,0.212,3.0,21.0,0.0,walkers,0039047011922,Oat Shortbread
224.0,928.0,3.4,0.0,16.0,1.8,14.0,5.3,0.59,0.236,4.0,-3.0,7.0,HappyVore,3760324300053,Haché Végétal et Gourmand
502.0,2100.0,61.3,3.9,26.0,11.5,4.8,2.9,2.0,0.8,4.0,26.0,4.5,,6111252860046,Tocitos
119.0,,16.9,0.4,0.7,0.1,8.1,6.3,0.05,0.02,,-5.0,,Taste Of,4056489650201,Red Split Lentils
57.0,239.0,13.0,13.0,0.0,0.0,0.3,1.7,0.01,0.004,3.0,-2.0,97.0,Vergers Gourmands,4056489817352,Bio pommes
2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.008,4.0,4.0,0.0,Nexba,5060770730274,Kombucha Fraise et Pêche
24.589,,3.685,0.094,0.1139,0.027,1.943,0.482,0.0335,0.0134,3.0,-6.0,99.5,DmBio,4066447562644,DM Bio Linsenwaffeln 100g 1.35€ 1kg 13.50€
,,,,,,,,,,1.0,,,Dorna,5942321000565,Apă minerală necarbogazoasă (plată)
445.0,,40.0,6.8,21.0,3.5,23.0,11.0,0.375,0.15,4.0,-4.0,164.0,Graze,5055958706707,SEA SALT AND PEPPER PROTEIN NUT CRUNCH
47.0,196.0,,0.0,1.4,0.9,2.6,,0.0,0.0,3.0,-2.0,0.0,"Albane, Best Milk",6111265800350,Lben Pasteurisé
,,,,,,,,,,,,,,6111270360023,
102.0,427.0,14.1,1.7,4.1,0.4,1.7,0.7,0.1775,0.071,4.0,12.0,0.0,Savour Bakes,4088600551968,Wheat Crackers
522.0,,55.0,4.0,30.0,2.9,6.1,3.8,0.6,0.24,4.0,10.0,0.3,Pringles,5053990175949,Pringles Hot Smokin BBQ Ribs Flavour
96.14,,11.039,7.087,5.016,2.508,1.254,,0.0325,0.013,4.0,27.0,0.0159505208333215,Roshen,4823077641312,napolitane
504.0,2108.0,62.0,30.0,24.0,8.3,7.9,4.0,0.56,0.224,3.0,23.0,0.0,Bjorg,3229820804613,Nappés lait
504.0,2104.0,55.0,2.8,27.0,2.1,6.5,5.3,0.65,0.26,4.0,8.0,9.5,Lay's,3168930174554,chips saveur barbecue
202.0,,24.5,7.6,7.5,1.3,7.5,3.1,0.885,0.354,4.0,16.0,20.7642857142857,Harvest Morn,4061459823226,Protein Granola Berry
,,,,,,,,,,,,,Excelo,6111259344112,Sergio pâte à tartiner
299.0,1264.0,49.9,1.0,5.9,3.0,11.6,2.0,1.09,0.436,4.0,6.0,0.0,Assylor,6111245461809,Maxi tacos wrap
76.8000030517578,,14.0,8.5,1.20000004768372,0.720000028610229,2.5,,0.0984251983170434,0.0393700793268174,3.0,1.0,0.0,Chergui,6111126005542,Data
533.0,2225.0,56.5,53.0,31.0,5.7,4.6,4.0,0.15,0.06,4.0,25.0,3.0,Banania,3700278403936,Pâte à tartiner Banania
470.0,1975.0,68.0,22.0,18.0,12.0,7.3,3.6,1.1,0.44,4.0,25.0,0.0,St Michel,3178530414240,Petit beurre
447.0,1880.0,69.0,16.0,13.0,1.4,8.9,8.1,0.01,0.004,3.0,2.0,0.0,"Carrefour BIO, Carrefour",3560070792368,Croustillant Nature
287.0,1196.0,22.0,2.6,18.0,10.8,8.0,1.0,1.4,0.56,4.0,16.0,0.0,"Bel, Kiri, Kiri gouter",3073780968997,Kiri® Goûter 5 barquettes
364.0,,4.8,,35.9,4.3,4.1,2.6,,,4.0,,55.0,Baresa,20069490,Pesto alla Genovese
473.0,,48.0,38.0,29.0,12.0,4.8000001907349,1.7,0.3,0.12,4.0,27.0,1.50240384615385,Milka,7622210623799,chocolat brownie
279.0,1157.0,1.0,0.5,23.0,17.0,17.0,,1.8,0.72,3.0,15.0,0.0,"Chêne d'argent, Lidl",20024901,Bûche
484.0,2028.0,62.0,32.0,23.0,14.0,6.0,,0.88,0.352,4.0,29.0,18.5979166666667,Bonne maman,3178530412840,Sablés framboise sésame
156.0,650.0,63.0,0.1,0.2,0.1,0.4,,0.03,0.012,4.0,,0.0,Hollywood,7622210722140,
377.0,,74.4,22.4,2.7,1.1,9.6,8.3,0.29,0.116,4.0,7.0,0.0,"Crownfield,Lidl,Nordgetreide",20621377,Choco Shells
283.0,,46.0,6.2,6.5,0.9,8.2,4.0,1.1,0.44,4.0,5.0,2.05,"Marque Repère, Épi d'Or",3564700288450,Pain de mie Grandes tranches 7 Céréales
34.0,143.0,8.4,8.4,0.0,0.0,0.0,,0.01,0.004,4.0,9.0,0.0,Lorina,3551720003941,1L LIMONADE ARTISANAL LORINA
478.0,,5.8,3.6,50.3,3.7,0.5,0.0,2.4,0.96,4.0,13.0,47.5714285714286,Benedicta,3660603004842,Sauce au poivre
216.0,,1.0,1.0,16.0,11.0,17.0,,0.6875,0.275,3.0,9.0,0.0,"Casa Azzurra, Cipf Codipal",3760056260113,Mozzarella
394.0,1666.0,80.0,52.0,4.6,1.1,7.3,,0.09,0.036,4.0,20.0,0.0,Brossard,3088864620050,30 boudoirs 175g
566.0,2360.0,53.5,53.3,35.0,22.6,8.7,,0.313,0.1252,4.0,33.0,0.0,"Ferrero, Kinder",4008400221823,Kinderriegel
156.0,,21.0,0.9,4.6,0.6,4.2,6.0,0.59,0.236,3.0,-1.0,0.0,Cereal Bio,3175681152137,Quinoa au naturel
75.0,315.0,9.1,3.6,0.9,0.1,5.0,5.3,0.8,0.32,4.0,-5.0,94.9105914718019,Cassegrain,3083681094282,Petits pois
286.0,1185.0,2.3,0.8,25.0,18.0,13.0,,1.5,0.6,4.0,15.0,0.0,"Saint Agur, Savencia",3222110024029,Saint Agur crème format maxi
355.0,1486.0,52.0,9.4,8.5,4.0,10.0,10.0,6.9,2.76,4.0,3.0,122.4,Knorr,3011360006301,Knorr Soupe Déshydratée Passée aux 9 Légumes 4 Portions
567.0,,3.5,0.3,58.0,4.4,4.0,,1.41,0.564,4.0,18.0,50.0,Blini,3292070000036,Tarama aux œufs de cabillaud
76.0,319.0,5.5,4.0,1.5,1.0,10.0,0.0,0.0,0.0,4.0,-3.0,0.0,Ehrmann,4002971243703,High Protein Chocolate Pudding
361.0,1531.0,72.0,3.7,2.0,0.4,12.0,3.6,0.0,0.0,1.0,0.0,0.0,Panzani,3038350333605,Panzani torti 3 minutes 500g
194.0,811.0,19.0,4.0,9.1,2.3,7.6,2.7,0.7,0.28,4.0,5.0,86.65625,"Sodebo, salade & compagnie",3242274007058,Salade & Compagnie - Stockholm
403.0,1702.0,73.0,7.4,7.4,0.8,9.1,4.1,1.0,0.4,4.0,10.0,0.0,"U, U Bio",3256220368186,Petits pains grillés au froment - 225g
214.0,,34.0,2.7,3.7,0.5,5.7,11.0,1.1,0.44,3.0,0.0,0.0,Céréal Bio,3175681085688,Pain complet de seigle aux graines de tournesol
113.0,478.0,0.4,0.4,2.9,1.0,21.0,,2.0,0.8,4.0,8.0,0.0,"Marque Repère, Tradilège",3661112501792,Jambon supérieur Sans nitrite
,,,,,,,,,,2.0,,33.0,"Marque Repère, Rustica",3564700382158,Vinaigre Balsamique de Modène
352.0,,80.0,50.7,0.5,0.1,6.0,,0.166,0.0664,4.0,18.0,0.0626627604166572,Haribo,3103220035771,
98.0,413.0,10.0,2.7,2.2,0.7,7.9,3.1,0.32,0.128,4.0,-2.0,33.12,Picard,3270160862870,Émincés de poulet conchiglie complètes et légumes à l'italienne
524.0,2190.0,59.0,53.0,26.0,11.0,9.8,,0.11,0.044,4.0,31.0,23.8095238095238,"M&m's, Mars, Mars Chocolat, Mars Chocolat France",5000159477574,M&M's - peanut
567.0,2351.0,35.0,30.0,41.0,25.0,8.8,11.0,0.03,0.012,4.0,20.0,0.0,"DIPA, Moser Roth",26039695,Chocolat Dégustation 70% cacao
105.0,1095.0,4.4,2.1,7.0,0.8,5.6,9.3,0.625,0.25,4.0,-1.0,52.2933333333333,daunat,3367651004892,salade THON OEUF CRUDITES
133.0,564.0,25.3,15.0,2.3,1.4,2.8,0.2,0.1,0.04,4.0,5.0,0.0,Nestlé,3023292266005,La Laitière - Gâteau de riz au caramel
90.0,,11.9,11.9,3.1,2.2,3.6,,0.14,0.056,4.0,5.0,3.2,Les 2 vaches,3661344221819,Brassé Jus de Citron
900.0,3700.0,0.0,0.0,100.0,9.8,0.0,,0.0,0.0,2.0,3.0,65.0,Lesieur,3265474528000,Huile Isio 4 Olive
86.0,,8.0,2.9,1.4,0.2,10.0,,3.5,1.4,4.0,18.0,1.45,Coraya,3276170027001,Suprêmes au Goût de Crabe
411.0,1735.0,73.0,8.5,8.1,0.7,9.8,3.5,1.1,0.44,4.0,11.0,3.75,"Marque Repère, Epi d'Or",3564700582695,Petits Pains Grillés Froment
254.545454545455,,50.1298701298701,8.05194805194805,2.5974025974026,0.51948051948052,8.31168831168831,3.37662337662338,0.0,0.0,4.0,1.0,0.0,Bimbo,8412600028568,Pão de forma
410.0,1700.0,1.9,1.0,34.0,22.0,26.0,1.5,0.8,0.32,3.0,11.0,0.0,Carrefour,3560070930036,Comté
397.0,,74.0,2.7,5.5,0.4,10.0,5.9,3.0,1.2,3.0,15.0,0.0,Dr. Oetker,3018930004934,Ancel Bretzel d’Alsace Mini
726.0,2986.0,0.7,0.7,80.0,57.0,0.8,0.0,2.6,1.04,2.0,32.0,0.0,Paysan Breton,3412290016185,Butter gesalzen
209.0,934.0,4.7,4.0,20.0,14.0,6.3,0.0,0.98,0.392,3.0,15.0,0.0,"Pâturages, Sélection Intermarché",3250391800025,Naturais 300g
300.0,1275.0,75.0,75.0,0.5,0.1,0.5,0.5,0.03,0.012,1.0,18.0,0.0,"Jardin Bio, Léa Nature",3760020500665,Sirop d'agave
165.0,698.0,31.0,0.6,1.4,0.3,5.8,2.6,1.2,0.48,3.0,5.0,0.0,Nos Régions ont du Talent,3564709029160,4 Galettes de Bretagne au sarrasin
389.0,1641.0,68.0,2.8,5.5,0.5,13.0,7.6,1.3,0.52,3.0,0.0,4.8,"Chabrior,Sélection Intermarché",3250390145608,Petits pains grillés sans sucres ajoutés
7.0,30.0,0.2,0.0,0.0,0.0,0.0,3.7,0.0,0.0,1.0,-1.0,0.0,Gayelord Hauser,3229820794563,Shirataki de Konjac
102.0,426.0,3.5,3.5,8.5,5.7,2.9,0.5,0.12,0.048,1.0,6.0,0.0,Magasins U,3256224235781,Yaourt nature à la grecque 4x150g
614.0,2545.0,22.0,5.2,49.0,8.7,20.0,5.2,0.04,0.016,3.0,-4.0,95.5,Carrefour,3245412901454,Noix de cajou grillées
297.0,1235.0,2.6,1.5,23.0,18.0,20.0,0.0,1.5,0.6,3.0,13.0,0.0,Rians,3184670010532,Le Crottin de Chèvre
42.0,178.0,5.0,4.8,0.9,0.6,3.5,0.0,0.12,0.048,,0.0,0.0,Campagne de France - La Coopérative Latière,3606520597821,Yaourt Nature au Lait 1/2 écrémé
63.0,261.0,6.2,4.6,3.6,2.1,1.1,0.7,0.66,0.264,3.0,6.0,19.4,Knorr,8711200350230,
102.0,,10.0,1.7,3.7,1.9,6.3,1.5,0.7,0.28,3.0,3.0,26.0166666666667,Picard,3270160696871,"Lasagnes saumon, epinard"
,3058.0,0.6,0.6,82.0,60.0,0.8,0.0,0.1,0.04,2.0,20.0,0.0,"Marque Repère, Les Croisés",3564700014516,Beurre de bretagne doux
206.0,863.0,14.0,1.4,10.0,2.9,14.0,2.1,0.76,0.304,4.0,2.0,0.0,Père Dodu,3596690135049,Escalope Cordon Bleu au Comté
336.0,1463.0,64.0,3.5,2.0,0.1,14.0,6.8,0.03,0.012,1.0,-4.0,0.0,"Bio Village, Marque Repère",3564707000109,Torsades complètes
226.0,949.0,35.0,34.0,6.4,0.4,4.2,3.2,2.8,1.12,4.0,23.0,0.583333333333329,Maille,8712100871429,Moutarde Au Miel Pot
419.0,1734.0,1.0,0.5,34.0,23.0,27.0,0.5,0.98,0.392,3.0,12.0,0.0,"Pâturages, Sélection Intermarché",3250390835851,Comte 6 mois aop lc 350g
577.0,,27.0,21.0,44.0,27.0,11.2,14.2,0.01,0.004,3.0,18.0,0.0,Kaoka,3477730001305,Chocolat noir 80% - Équateur
249.0,1054.0,46.0,3.9,3.2,0.3,8.7,3.5,1.1,0.44,4.0,5.0,7.51666666666667,Jacquet,3029330071273,Pain de mie
486.0,2025.0,34.0,1.7,27.0,3.9,21.0,12.0,0.82,0.328,3.0,8.0,18.5555555555556,Carrefour,3560071018405,"Crackers Aux graines de courge, lin et sésame"
526.0,2192.0,51.0,47.0,31.0,19.0,6.5,8.4,0.01,0.004,4.0,24.0,0.0,"Carrefour,Selection Carrefour",3270190151654,Éclats de fèves de cacao noir
101.0,421.0,3.9,3.4,8.2,5.9,3.0,0.0,0.09,0.036,3.0,5.0,0.0,Pâturages,3250391040681,Yaourt a la grecque nature 4x150g
332.0,1360.0,82.0,64.0,0.0,0.0,0.7,,0.1,0.04,3.0,19.0,0.0,Lune de Miel,3088542004264,Lait de nos fermes
102.0,434.0,0.5,0.0,0.7,0.2,24.0,,1.0,0.4,3.0,-2.0,0.0,Carrefour,3560070955527,Thon entier au naturel
157.0,643.0,2.3,1.6,12.0,0.9,7.2,5.6,5.2,2.08,4.0,18.0,0.0,Winarom,20724672,Moutarde à l'ancienne
570.0,2375.0,50.5,47.5,37.5,16.5,5.2,5.0,0.28,0.112,4.0,29.0,3.5,"Suchard, Suchard rocher",3664346306652,Rocher Suchard noir
621.0,2555.0,0.0,0.0,69.0,6.4,0.0,0.0,0.87,0.348,4.0,5.0,78.0,planta fin,8719200056626,Cuisson Pratique
46.0,194.0,4.8,4.8,1.6,1.1,3.1,,0.13,0.052,1.0,0.0,0.0,Hacendado,8480000103826,Leche semidesnatada
60.0,253.0,5.5,5.2,0.5,0.3,8.4,,0.17,0.068,4.0,6.0,1.0,"Danone,YoPRO",8410500023652,Protein Drink Raspberry Flavour
458.0,1930.0,80.0,16.0,14.0,9.4,2.7,0.8,1.0,0.4,4.0,22.0,0.1171875,Schär,8008698012857,"Butterkekse, glutenfrei"
572.0,2384.0,49.5,41.2,37.3,17.3,8.6,,0.272,0.1088,4.0,30.0,10.8,"Kinder, Ferrero",8000500180709,Kinder Bueno Mini
65.0,,6.5,4.7,3.5,0.3,1.5,,1.18,0.472,4.0,4.0,68.16,Hacendado,8480000173300,Tomate frito sin azúcares añadidos
332.0,,42.0,20.0,6.1,0.6,24.0,10.0,0.54,0.216,4.0,,49.5583333333333,Gerlinéa,3175681779907,Repas Équilibré barre saveur Pomme Framboise
141.0,577.0,9.1,9.1,0.5,0.1,2.7,45.3,0.23,0.092,4.0,14.0,63.0,"Nestlé, Ricore",7613035306028,"RICORE Original, Café & Chicorée, Recharge de 260g"
115.0,486.0,0.5,0.5,2.8,1.0,22.0,,1.4,0.56,4.0,5.0,2.10663452148437,Fleury Michon,3095758050015,Le Torchon - Cuit à l'Etouffée  - 25% de sel*
514.0,2149.0,61.4,50.2,26.5,15.9,6.5,1.8,0.42,0.168,4.0,32.0,0.0537109375,"Fin Carré, Lidl",20488703,Crusti Choc
67.0,281.0,5.2,4.3,3.5,2.0,4.0,0.0,0.13,0.052,3.0,0.0,0.0,Danone,8410500006082,Yogurt
480.0,2009.0,63.0,0.8,22.0,2.2,6.7,4.0,0.7,0.28,3.0,7.0,0.0,"Carrefour BIO,Carrefour",3560070419456,Tortilla chips classic
421.0,1749.0,1.4,1.4,34.0,13.3,27.5,,3.8,1.52,4.0,33.0,0.0,Casa Tarradellas,8410762005014,Espetec
18.0,75.0,1.7,1.2,0.6,0.0,1.2,0.4,1.0,0.4,4.0,,67.706103515625,"Bjorg, Tanoshi",3229820181349,Soupe Miso au Tofu
604.0,,20.0,14.0,50.0,31.0,11.0,14.0,0.35,0.14,4.0,16.0,0.0,"Aldi, ALDI MOSER ROTH, Moser Roth",4061458021630,"Süßes, Schokolade Edelbitter 85%"
73.0,305.0,10.0,3.6,2.6,1.4,1.6,0.5,0.25,0.1,4.0,16.0,0.0,Picard,3270160434138,Pancakes
542.0,,53.0,52.0,32.0,4.3,9.7,4.8,0.14,0.056,4.0,23.0,0.0,Le Jardin De Corentin,3330720270139,Pate à tartiner noisette cacao
251.0,1038.0,4.7,3.2,23.0,15.0,5.4,,1.1,0.44,4.0,16.0,37.5,"Almette,Hochland",4002468084017,Almette - Kräuter
442.0,1860.0,73.0,5.3,13.0,1.4,5.9,6.2,0.84,0.336,4.0,8.0,0.0,Lay's,8410199002402,Horno Al punto de sal
599.0,,42.0,37.9,43.4,17.8,8.3,3.6,0.2,0.08,4.0,27.0,27.0,"Bellarom, Fin Carre",20005818,Chocolat Lait Noisettes entières
279.0,1166.0,27.0,4.2,14.0,1.3,10.0,2.9,1.3,0.52,4.0,11.0,13.5583333333333,Sodebo,3242272981459,Sandwich Le Méga Thon Oeuf x3 / pain viennois
160.0,,3.5,1.4,16.0,15.0,1.1,0.3,0.0,0.0,3.0,6.0,98.0,YA,3760192498531,Coco nature
162.0,,15.0,0.15,10.0,0.8,1.77,1.56,0.33,0.132,3.0,11.0,0.0,Bret's,3497911000033,L'originale
611.0,2525.0,5.6,4.0,53.0,4.3,24.0,11.0,0.01,0.004,1.0,-10.0,100.0,Sun,3068230000563,Amandes entières décortiquées
40.0,169.0,9.9,9.9,0.0,0.0,0.0,,0.0,0.0,4.0,11.0,0.0,fritz-kola,4260107220015,fritz-kola Original
